date,open,high,low,close,volume,amount
1979-12-10,147.97,147.97,147.97,147.97,0,0
1979-12-11,147.83,147.83,147.83,147.83,0,0
1979-12-12,148.51,148.51,148.51,148.51,0,0
1979-12-13,148.97,148.97,148.97,148.97,0,0
1979-12-14,150.03,150.03,150.03,150.03,0,0
1979-12-17,150.56,150.56,150.56,150.56,0,0
1979-12-18,149.72,149.72,149.72,149.72,0,0
1979-12-19,149.65,149.65,149.65,149.65,0,0
1979-12-20,150.27,150.27,150.27,150.27,0,0
1979-12-21,150.17,150.17,150.17,150.17,0,0
1979-12-24,149.97,149.97,149.97,149.97,0,0
1979-12-26,150.01,150.01,150.01,150.01,0,0
1979-12-27,150.23,150.23,150.23,150.23,0,0
1979-12-28,150.83,150.83,150.83,150.83,0,0
1979-12-31,151.14,151.14,151.14,151.14,0,0
1980-01-02,148.17,148.17,148.17,148.17,0,0
1980-01-03,145.97,145.97,145.97,145.97,0,0
1980-01-04,148.02,148.02,148.02,148.02,0,0
1980-01-07,148.62,148.62,148.62,148.62,0,0
1980-01-08,150.68,150.68,150.68,150.68,0,0
1980-01-09,151.6,151.6,151.6,151.6,0,0
1980-01-10,153.12,153.12,153.12,153.12,0,0
1980-01-11,153.87,153.87,153.87,153.87,0,0
1980-01-14,154.4,154.4,154.4,154.4,0,0
1980-01-15,154.96,154.96,154.96,154.96,0,0
1980-01-16,155.99,155.99,155.99,155.99,0,0
1980-01-17,155.81,155.81,155.81,155.81,0,0
1980-01-18,156.14,156.14,156.14,156.14,0,0
1980-01-21,157.35,157.35,157.35,157.35,0,0
1980-01-22,156.92,156.92,156.92,156.92,0,0
1980-01-23,158.5,158.5,158.5,158.5,0,0
1980-01-24,159.24,159.24,159.24,159.24,0,0
1980-01-25,159.7,159.7,159.7,159.7,0,0
1980-01-28,160.7,160.7,160.7,160.7,0,0
1980-01-29,160.29,160.29,160.29,160.29,0,0
1980-01-30,161.3,161.3,161.3,161.3,0,0
1980-01-31,161.75,161.75,161.75,161.75,0,0
1980-02-01,162.3,162.3,162.3,162.3,0,0
1980-02-04,162.02,162.02,162.02,162.02,0,0
1980-02-05,162.2,162.2,162.2,162.2,0,0
1980-02-06,162.99,162.99,162.99,162.99,0,0
1980-02-07,163.77,163.77,163.77,163.77,0,0
1980-02-08,165.25,165.25,165.25,165.25,0,0
1980-02-11,164.46,164.46,164.46,164.46,0,0
1980-02-12,164.57,164.57,164.57,164.57,0,0
1980-02-13,164.98,164.98,164.98,164.98,0,0
1980-02-14,163.54,163.54,163.54,163.54,0,0
1980-02-15,162.56,162.56,162.56,162.56,0,0
1980-02-19,161.06,161.06,161.06,161.06,0,0
1980-02-20,162.1,162.1,162.1,162.1,0,0
1980-02-21,161.31,161.31,161.31,161.31,0,0
1980-02-22,160.08,160.08,160.08,160.08,0,0
1980-02-25,157.97,157.97,157.97,157.97,0,0
1980-02-26,158.5,158.5,158.5,158.5,0,0
1980-02-27,157.73,157.73,157.73,157.73,0,0
1980-02-28,157.46,157.46,157.46,157.46,0,0
1980-02-29,158.03,158.03,158.03,158.03,0,0
1980-03-03,156.87,156.87,156.87,156.87,0,0
1980-03-04,155.39,155.39,155.39,155.39,0,0
1980-03-05,152.94,152.94,152.94,152.94,0,0
1980-03-06,148.64,148.64,148.64,148.64,0,0
1980-03-07,146.19,146.19,146.19,146.19,0,0
1980-03-10,143.75,143.75,143.75,143.75,0,0
1980-03-11,144.56,144.56,144.56,144.56,0,0
1980-03-12,144.63,144.63,144.63,144.63,0,0
1980-03-13,144.98,144.98,144.98,144.98,0,0
1980-03-14,144.44,144.44,144.44,144.44,0,0
1980-03-17,139.7,139.7,139.7,139.7,0,0
1980-03-18,138.92,138.92,138.92,138.92,0,0
1980-03-19,139.97,139.97,139.97,139.97,0,0
1980-03-20,139.64,139.64,139.64,139.64,0,0
1980-03-21,138.8,138.8,138.8,138.8,0,0
1980-03-24,134.61,134.61,134.61,134.61,0,0
1980-03-25,132.52,132.52,132.52,132.52,0,0
1980-03-26,132.22,132.22,132.22,132.22,0,0
1980-03-27,124.09,124.09,124.09,124.09,0,0
1980-03-28,129.25,129.25,129.25,129.25,0,0
1980-03-31,131.0,131.0,131.0,131.0,0,0
1980-04-01,133.14,133.14,133.14,133.14,0,0
1980-04-02,135.8,135.8,135.8,135.8,0,0
1980-04-03,136.01,136.01,136.01,136.01,0,0
1980-04-07,133.4,133.4,133.4,133.4,0,0
1980-04-08,134.37,134.37,134.37,134.37,0,0
1980-04-09,136.04,136.04,136.04,136.04,0,0
1980-04-10,137.28,137.28,137.28,137.28,0,0
1980-04-11,137.75,137.75,137.75,137.75,0,0
1980-04-14,136.67,136.67,136.67,136.67,0,0
1980-04-15,136.39,136.39,136.39,136.39,0,0
1980-04-16,135.76,135.76,135.76,135.76,0,0
1980-04-17,134.55,134.55,134.55,134.55,0,0
1980-04-18,134.66,134.66,134.66,134.66,0,0
1980-04-21,133.08,133.08,133.08,133.08,0,0
1980-04-22,135.71,135.71,135.71,135.71,0,0
1980-04-23,136.92,136.92,136.92,136.92,0,0
1980-04-24,138.69,138.69,138.69,138.69,0,0
1980-04-25,137.92,137.92,137.92,137.92,0,0
1980-04-28,138.54,138.54,138.54,138.54,0,0
1980-04-29,139.35,139.35,139.35,139.35,0,0
1980-04-30,139.99,139.99,139.99,139.99,0,0
1980-05-01,139.68,139.68,139.68,139.68,0,0
1980-05-02,140.25,140.25,140.25,140.25,0,0
1980-05-05,141.04,141.04,141.04,141.04,0,0
1980-05-06,142.23,142.23,142.23,142.23,0,0
1980-05-07,143.58,143.58,143.58,143.58,0,0
1980-05-08,143.26,143.26,143.26,143.26,0,0
1980-05-09,143.06,143.06,143.06,143.06,0,0
1980-05-12,142.96,142.96,142.96,142.96,0,0
1980-05-13,144.1,144.1,144.1,144.1,0,0
1980-05-14,145.66,145.66,145.66,145.66,0,0
1980-05-15,146.62,146.62,146.62,146.62,0,0
1980-05-16,147.24,147.24,147.24,147.24,0,0
1980-05-19,147.24,147.24,147.24,147.24,0,0
1980-05-20,146.93,146.93,146.93,146.93,0,0
1980-05-21,146.75,146.75,146.75,146.75,0,0
1980-05-22,147.96,147.96,147.96,147.96,0,0
1980-05-23,149.48,149.48,149.48,149.48,0,0
1980-05-27,150.1,150.1,150.1,150.1,0,0
1980-05-28,150.7,150.7,150.7,150.7,0,0
1980-05-29,150.09,150.09,150.09,150.09,0,0
1980-05-30,150.45,150.45,150.45,150.45,0,0
1980-06-02,150.17,150.17,150.17,150.17,0,0
1980-06-03,149.92,149.92,149.92,149.92,0,0
1980-06-04,151.21,151.21,151.21,151.21,0,0
1980-06-05,152.21,152.21,152.21,152.21,0,0
1980-06-06,152.68,152.68,152.68,152.68,0,0
1980-06-09,153.0,153.0,153.0,153.0,0,0
1980-06-10,154.15,154.15,154.15,154.15,0,0
1980-06-11,155.22,155.22,155.22,155.22,0,0
1980-06-12,155.31,155.31,155.31,155.31,0,0
1980-06-13,156.59,156.59,156.59,156.59,0,0
1980-06-16,156.79,156.79,156.79,156.79,0,0
1980-06-17,156.98,156.98,156.98,156.98,0,0
1980-06-18,157.19,157.19,157.19,157.19,0,0
1980-06-19,156.73,156.73,156.73,156.73,0,0
1980-06-20,156.51,156.51,156.51,156.51,0,0
1980-06-23,156.99,156.99,156.99,156.99,0,0
1980-06-24,157.66,157.66,157.66,157.66,0,0
1980-06-25,158.74,158.74,158.74,158.74,0,0
1980-06-26,159.0,159.0,159.0,159.0,0,0
1980-06-27,159.18,159.18,159.18,159.18,0,0
1980-06-30,157.78,157.78,157.78,157.78,0,0
1980-07-01,158.17,158.17,158.17,158.17,0,0
1980-07-02,159.18,159.18,159.18,159.18,0,0
1980-07-03,160.87,160.87,160.87,160.87,0,0
1980-07-07,163.63,163.63,163.63,163.63,0,0
1980-07-08,163.58,163.58,163.58,163.58,0,0
1980-07-09,164.09,164.09,164.09,164.09,0,0
1980-07-10,163.84,163.84,163.84,163.84,0,0
1980-07-11,164.82,164.82,164.82,164.82,0,0
1980-07-14,166.52,166.52,166.52,166.52,0,0
1980-07-15,167.05,167.05,167.05,167.05,0,0
1980-07-16,167.1,167.1,167.1,167.1,0,0
1980-07-17,168.67,168.67,168.67,168.67,0,0
1980-07-18,169.99,169.99,169.99,169.99,0,0
1980-07-21,170.48,170.48,170.48,170.48,0,0
1980-07-22,169.79,169.79,169.79,169.79,0,0
1980-07-23,169.82,169.82,169.82,169.82,0,0
1980-07-24,169.92,169.92,169.92,169.92,0,0
1980-07-25,169.63,169.63,169.63,169.63,0,0
1980-07-28,170.02,170.02,170.02,170.02,0,0
1980-07-29,171.06,171.06,171.06,171.06,0,0
1980-07-30,172.33,172.33,172.33,172.33,0,0
1980-07-31,171.81,171.81,171.81,171.81,0,0
1980-08-01,172.49,172.49,172.49,172.49,0,0
1980-08-04,171.89,171.89,171.89,171.89,0,0
1980-08-05,172.52,172.52,172.52,172.52,0,0
1980-08-06,173.45,173.45,173.45,173.45,0,0
1980-08-07,175.24,175.24,175.24,175.24,0,0
1980-08-08,175.88,175.88,175.88,175.88,0,0
1980-08-11,177.11,177.11,177.11,177.11,0,0
1980-08-12,176.62,176.62,176.62,176.62,0,0
1980-08-13,177.02,177.02,177.02,177.02,0,0
1980-08-14,178.76,178.76,178.76,178.76,0,0
1980-08-15,179.89,179.89,179.89,179.89,0,0
1980-08-18,177.24,177.24,177.24,177.24,0,0
1980-08-19,176.28,176.28,176.28,176.28,0,0
1980-08-20,177.68,177.68,177.68,177.68,0,0
1980-08-21,179.91,179.91,179.91,179.91,0,0
1980-08-22,181.7,181.7,181.7,181.7,0,0
1980-08-25,181.58,181.58,181.58,181.58,0,0
1980-08-26,182.39,182.39,182.39,182.39,0,0
1980-08-27,182.15,182.15,182.15,182.15,0,0
1980-08-28,180.99,180.99,180.99,180.99,0,0
1980-08-29,181.52,181.52,181.52,181.52,0,0
1980-09-02,182.34,182.34,182.34,182.34,0,0
1980-09-03,184.53,184.53,184.53,184.53,0,0
1980-09-04,185.05,185.05,185.05,185.05,0,0
1980-09-05,185.61,185.61,185.61,185.61,0,0
1980-09-08,184.45,184.45,184.45,184.45,0,0
1980-09-09,184.84,184.84,184.84,184.84,0,0
1980-09-10,186.31,186.31,186.31,186.31,0,0
1980-09-11,188.16,188.16,188.16,188.16,0,0
1980-09-12,189.58,189.58,189.58,189.58,0,0
1980-09-15,189.59,189.59,189.59,189.59,0,0
1980-09-16,191.31,191.31,191.31,191.31,0,0
1980-09-17,193.95,193.95,193.95,193.95,0,0
1980-09-18,193.61,193.61,193.61,193.61,0,0
1980-09-19,195.33,195.33,195.33,195.33,0,0
1980-09-22,195.94,195.94,195.94,195.94,0,0
1980-09-23,195.05,195.05,195.05,195.05,0,0
1980-09-24,195.18,195.18,195.18,195.18,0,0
1980-09-25,194.05,194.05,194.05,194.05,0,0
1980-09-26,190.77,190.77,190.77,190.77,0,0
1980-09-29,185.79,185.79,185.79,185.79,0,0
1980-09-30,187.76,187.76,187.76,187.76,0,0
1980-10-01,189.62,189.62,189.62,189.62,0,0
1980-10-02,190.81,190.81,190.81,190.81,0,0
1980-10-03,193.43,193.43,193.43,193.43,0,0
1980-10-06,196.01,196.01,196.01,196.01,0,0
1980-10-07,196.17,196.17,196.17,196.17,0,0
1980-10-08,197.18,197.18,197.18,197.18,0,0
1980-10-09,197.53,197.53,197.53,197.53,0,0
1980-10-10,197.79,197.79,197.79,197.79,0,0
1980-10-13,198.87,198.87,198.87,198.87,0,0
1980-10-14,199.02,199.02,199.02,199.02,0,0
1980-10-15,199.43,199.43,199.43,199.43,0,0
1980-10-16,197.95,197.95,197.95,197.95,0,0
1980-10-17,197.24,197.24,197.24,197.24,0,0
1980-10-20,197.15,197.15,197.15,197.15,0,0
1980-10-21,196.46,196.46,196.46,196.46,0,0
1980-10-22,197.9,197.9,197.9,197.9,0,0
1980-10-23,195.81,195.81,195.81,195.81,0,0
1980-10-24,196.17,196.17,196.17,196.17,0,0
1980-10-27,194.35,194.35,194.35,194.35,0,0
1980-10-28,193.76,193.76,193.76,193.76,0,0
1980-10-29,194.49,194.49,194.49,194.49,0,0
1980-10-30,192.51,192.51,192.51,192.51,0,0
1980-10-31,192.78,192.78,192.78,192.78,0,0
1980-11-03,193.15,193.15,193.15,193.15,0,0
1980-11-05,196.03,196.03,196.03,196.03,0,0
1980-11-06,193.96,193.96,193.96,193.96,0,0
1980-11-07,193.51,193.51,193.51,193.51,0,0
1980-11-10,193.1,193.1,193.1,193.1,0,0
1980-11-11,195.02,195.02,195.02,195.02,0,0
1980-11-12,197.78,197.78,197.78,197.78,0,0
1980-11-13,200.25,200.25,200.25,200.25,0,0
1980-11-14,201.76,201.76,201.76,201.76,0,0
1980-11-17,201.59,201.59,201.59,201.59,0,0
1980-11-18,203.76,203.76,203.76,203.76,0,0
1980-11-19,205.02,205.02,205.02,205.02,0,0
1980-11-20,206.5,206.5,206.5,206.5,0,0
1980-11-21,206.07,206.07,206.07,206.07,0,0
1980-11-24,204.22,204.22,204.22,204.22,0,0
1980-11-25,205.41,205.41,205.41,205.41,0,0
1980-11-26,207.06,207.06,207.06,207.06,0,0
1980-11-28,208.15,208.15,208.15,208.15,0,0
1980-12-01,204.91,204.91,204.91,204.91,0,0
1980-12-02,203.71,203.71,203.71,203.71,0,0
1980-12-03,204.9,204.9,204.9,204.9,0,0
1980-12-04,206.19,206.19,206.19,206.19,0,0
1980-12-05,203.02,203.02,203.02,203.02,0,0
1980-12-08,195.87,195.87,195.87,195.87,0,0
1980-12-09,195.07,195.07,195.07,195.07,0,0
1980-12-10,193.58,193.58,193.58,193.58,0,0
1980-12-11,188.75,188.75,188.75,188.75,0,0
1980-12-12,191.22,191.22,191.22,191.22,0,0
1980-12-15,194.02,194.02,194.02,194.02,0,0
1980-12-16,191.88,191.88,191.88,191.88,0,0
1980-12-17,194.02,194.02,194.02,194.02,0,0
1980-12-18,196.01,196.01,196.01,196.01,0,0
1980-12-19,197.91,197.91,197.91,197.91,0,0
1980-12-22,199.79,199.79,199.79,199.79,0,0
1980-12-23,199.86,199.86,199.86,199.86,0,0
1980-12-24,200.14,200.14,200.14,200.14,0,0
1980-12-26,201.28,201.28,201.28,201.28,0,0
1980-12-29,199.84,199.84,199.84,199.84,0,0
1980-12-30,200.46,200.46,200.46,200.46,0,0
1980-12-31,202.34,202.34,202.34,202.34,0,0
1981-01-02,203.55,203.55,203.55,203.55,0,0
1981-01-05,204.17,204.17,204.17,204.17,0,0
1981-01-06,204.07,204.07,204.07,204.07,0,0
1981-01-07,197.35,197.35,197.35,197.35,0,0
1981-01-08,195.89,195.89,195.89,195.89,0,0
1981-01-09,197.66,197.66,197.66,197.66,0,0
1981-01-12,198.44,198.44,198.44,198.44,0,0
1981-01-13,198.05,198.05,198.05,198.05,0,0
1981-01-14,199.08,199.08,199.08,199.08,0,0
1981-01-15,199.85,199.85,199.85,199.85,0,0
1981-01-16,197.66,197.66,197.66,197.66,0,0
1981-01-19,201.58,201.58,201.58,201.58,0,0
1981-01-20,198.72,198.72,198.72,198.72,0,0
1981-01-21,198.09,198.09,198.09,198.09,0,0
1981-01-22,197.12,197.12,197.12,197.12,0,0
1981-01-23,197.52,197.52,197.52,197.52,0,0
1981-01-26,196.13,196.13,196.13,196.13,0,0
1981-01-27,197.18,197.18,197.18,197.18,0,0
1981-01-28,197.37,197.37,197.37,197.37,0,0
1981-01-29,197.88,197.88,197.88,197.88,0,0
1981-01-30,197.81,197.81,197.81,197.81,0,0
1981-02-02,193.09,193.09,193.09,193.09,0,0
1981-02-03,193.56,193.56,193.56,193.56,0,0
1981-02-04,194.57,194.57,194.57,194.57,0,0
1981-02-05,196.29,196.29,196.29,196.29,0,0
1981-02-06,197.87,197.87,197.87,197.87,0,0
1981-02-09,196.93,196.93,196.93,196.93,0,0
1981-02-10,196.7,196.7,196.7,196.7,0,0
1981-02-11,195.81,195.81,195.81,195.81,0,0
1981-02-12,194.61,194.61,194.61,194.61,0,0
1981-02-13,193.89,193.89,193.89,193.89,0,0
1981-02-17,193.98,193.98,193.98,193.98,0,0
1981-02-18,194.73,194.73,194.73,194.73,0,0
1981-02-19,192.74,192.74,192.74,192.74,0,0
1981-02-20,192.29,192.29,192.29,192.29,0,0
1981-02-23,193.06,193.06,193.06,193.06,0,0
1981-02-24,193.94,193.94,193.94,193.94,0,0
1981-02-25,193.99,193.99,193.99,193.99,0,0
1981-02-26,196.13,196.13,196.13,196.13,0,0
1981-02-27,198.01,198.01,198.01,198.01,0,0
1981-03-02,199.06,199.06,199.06,199.06,0,0
1981-03-03,198.35,198.35,198.35,198.35,0,0
1981-03-04,198.75,198.75,198.75,198.75,0,0
1981-03-05,199.05,199.05,199.05,199.05,0,0
1981-03-06,199.89,199.89,199.89,199.89,0,0
1981-03-09,200.14,200.14,200.14,200.14,0,0
1981-03-10,199.03,199.03,199.03,199.03,0,0
1981-03-11,198.16,198.16,198.16,198.16,0,0
1981-03-12,200.67,200.67,200.67,200.67,0,0
1981-03-13,202.17,202.17,202.17,202.17,0,0
1981-03-16,203.44,203.44,203.44,203.44,0,0
1981-03-17,203.19,203.19,203.19,203.19,0,0
1981-03-18,204.0,204.0,204.0,204.0,0,0
1981-03-19,204.45,204.45,204.45,204.45,0,0
1981-03-20,206.29,206.29,206.29,206.29,0,0
1981-03-23,207.62,207.62,207.62,207.62,0,0
1981-03-24,207.7,207.7,207.7,207.7,0,0
1981-03-25,209.31,209.31,209.31,209.31,0,0
1981-03-26,209.53,209.53,209.53,209.53,0,0
1981-03-27,208.82,208.82,208.82,208.82,0,0
1981-03-30,209.25,209.25,209.25,209.25,0,0
1981-03-31,210.18,210.18,210.18,210.18,0,0
1981-04-01,211.34,211.34,211.34,211.34,0,0
1981-04-02,211.96,211.96,211.96,211.96,0,0
1981-04-03,212.65,212.65,212.65,212.65,0,0
1981-04-06,211.27,211.27,211.27,211.27,0,0
1981-04-07,211.76,211.76,211.76,211.76,0,0
1981-04-08,212.8,212.8,212.8,212.8,0,0
1981-04-09,213.91,213.91,213.91,213.91,0,0
1981-04-10,215.15,215.15,215.15,215.15,0,0
1981-04-13,214.33,214.33,214.33,214.33,0,0
1981-04-14,213.39,213.39,213.39,213.39,0,0
1981-04-15,212.8,212.8,212.8,212.8,0,0
1981-04-16,216.64,216.64,216.64,216.64,0,0
1981-04-20,217.55,217.55,217.55,217.55,0,0
1981-04-21,216.73,216.73,216.73,216.73,0,0
1981-04-22,217.19,217.19,217.19,217.19,0,0
1981-04-23,218.02,218.02,218.02,218.02,0,0
1981-04-24,219.56,219.56,219.56,219.56,0,0
1981-04-27,219.88,219.88,219.88,219.88,0,0
1981-04-28,217.63,217.63,217.63,217.63,0,0
1981-04-29,216.22,216.22,216.22,216.22,0,0
1981-04-30,216.74,216.74,216.74,216.74,0,0
1981-05-01,216.68,216.68,216.68,216.68,0,0
1981-05-04,213.32,213.32,213.32,213.32,0,0
1981-05-05,211.55,211.55,211.55,211.55,0,0
1981-05-06,211.98,211.98,211.98,211.98,0,0
1981-05-07,213.66,213.66,213.66,213.66,0,0
1981-05-08,214.84,214.84,214.84,214.84,0,0
1981-05-11,212.79,212.79,212.79,212.79,0,0
1981-05-12,213.12,213.12,213.12,213.12,0,0
1981-05-13,213.78,213.78,213.78,213.78,0,0
1981-05-14,215.18,215.18,215.18,215.18,0,0
1981-05-15,216.51,216.51,216.51,216.51,0,0
1981-05-18,216.94,216.94,216.94,216.94,0,0
1981-05-19,216.12,216.12,216.12,216.12,0,0
1981-05-20,217.63,217.63,217.63,217.63,0,0
1981-05-21,218.35,218.35,218.35,218.35,0,0
1981-05-22,219.23,219.23,219.23,219.23,0,0
1981-05-26,220.24,220.24,220.24,220.24,0,0
1981-05-27,222.17,222.17,222.17,222.17,0,0
1981-05-28,223.31,223.31,223.31,223.31,0,0
1981-05-29,223.47,223.47,223.47,223.47,0,0
1981-06-01,223.02,223.02,223.02,223.02,0,0
1981-06-02,219.59,219.59,219.59,219.59,0,0
1981-06-03,218.89,218.89,218.89,218.89,0,0
1981-06-04,219.68,219.68,219.68,219.68,0,0
1981-06-05,221.3,221.3,221.3,221.3,0,0
1981-06-08,220.84,220.84,220.84,220.84,0,0
1981-06-09,220.01,220.01,220.01,220.01,0,0
1981-06-10,220.4,220.4,220.4,220.4,0,0
1981-06-11,222.34,222.34,222.34,222.34,0,0
1981-06-12,222.76,222.76,222.76,222.76,0,0
1981-06-15,222.96,222.96,222.96,222.96,0,0
1981-06-16,220.58,220.58,220.58,220.58,0,0
1981-06-17,220.61,220.61,220.61,220.61,0,0
1981-06-18,218.71,218.71,218.71,218.71,0,0
1981-06-19,219.56,219.56,219.56,219.56,0,0
1981-06-22,218.6,218.6,218.6,218.6,0,0
1981-06-23,219.23,219.23,219.23,219.23,0,0
1981-06-24,218.77,218.77,218.77,218.77,0,0
1981-06-25,219.31,219.31,219.31,219.31,0,0
1981-06-26,219.76,219.76,219.76,219.76,0,0
1981-06-29,218.22,218.22,218.22,218.22,0,0
1981-06-30,215.75,215.75,215.75,215.75,0,0
1981-07-01,214.63,214.63,214.63,214.63,0,0
1981-07-02,212.8,212.8,212.8,212.8,0,0
1981-07-06,209.1,209.1,209.1,209.1,0,0
1981-07-07,208.01,208.01,208.01,208.01,0,0
1981-07-08,208.44,208.44,208.44,208.44,0,0
1981-07-09,210.03,210.03,210.03,210.03,0,0
1981-07-10,210.54,210.54,210.54,210.54,0,0
1981-07-13,210.86,210.86,210.86,210.86,0,0
1981-07-14,209.88,209.88,209.88,209.88,0,0
1981-07-15,210.84,210.84,210.84,210.84,0,0
1981-07-16,212.02,212.02,212.02,212.02,0,0
1981-07-17,212.76,212.76,212.76,212.76,0,0
1981-07-20,207.27,207.27,207.27,207.27,0,0
1981-07-21,207.17,207.17,207.17,207.17,0,0
1981-07-22,206.16,206.16,206.16,206.16,0,0
1981-07-23,206.41,206.41,206.41,206.41,0,0
1981-07-24,208.0,208.0,208.0,208.0,0,0
1981-07-27,209.42,209.42,209.42,209.42,0,0
1981-07-28,208.91,208.91,208.91,208.91,0,0
1981-07-29,208.95,208.95,208.95,208.95,0,0
1981-07-30,210.03,210.03,210.03,210.03,0,0
1981-07-31,211.63,211.63,211.63,211.63,0,0
1981-08-03,210.4,210.4,210.4,210.4,0,0
1981-08-04,210.09,210.09,210.09,210.09,0,0
1981-08-05,211.03,211.03,211.03,211.03,0,0
1981-08-06,211.67,211.67,211.67,211.67,0,0
1981-08-07,211.94,211.94,211.94,211.94,0,0
1981-08-10,210.84,210.84,210.84,210.84,0,0
1981-08-11,211.67,211.67,211.67,211.67,0,0
1981-08-12,211.95,211.95,211.95,211.95,0,0
1981-08-13,212.36,212.36,212.36,212.36,0,0
1981-08-14,212.12,212.12,212.12,212.12,0,0
1981-08-17,209.65,209.65,209.65,209.65,0,0
1981-08-18,207.01,207.01,207.01,207.01,0,0
1981-08-19,207.22,207.22,207.22,207.22,0,0
1981-08-20,207.97,207.97,207.97,207.97,0,0
1981-08-21,206.76,206.76,206.76,206.76,0,0
1981-08-24,200.76,200.76,200.76,200.76,0,0
1981-08-25,197.78,197.78,197.78,197.78,0,0
1981-08-26,197.81,197.81,197.81,197.81,0,0
1981-08-27,196.82,196.82,196.82,196.82,0,0
1981-08-28,197.55,197.55,197.55,197.55,0,0
1981-08-31,195.75,195.75,195.75,195.75,0,0
1981-09-01,195.17,195.17,195.17,195.17,0,0
1981-09-02,195.39,195.39,195.39,195.39,0,0
1981-09-03,191.99,191.99,191.99,191.99,0,0
1981-09-04,189.63,189.63,189.63,189.63,0,0
1981-09-08,184.79,184.79,184.79,184.79,0,0
1981-09-09,184.77,184.77,184.77,184.77,0,0
1981-09-10,187.55,187.55,187.55,187.55,0,0
1981-09-11,189.81,189.81,189.81,189.81,0,0
1981-09-14,189.62,189.62,189.62,189.62,0,0
1981-09-15,189.56,189.56,189.56,189.56,0,0
1981-09-16,187.82,187.82,187.82,187.82,0,0
1981-09-17,185.71,185.71,185.71,185.71,0,0
1981-09-18,184.27,184.27,184.27,184.27,0,0
1981-09-21,184.41,184.41,184.41,184.41,0,0
1981-09-22,183.26,183.26,183.26,183.26,0,0
1981-09-23,179.99,179.99,179.99,179.99,0,0
1981-09-24,180.39,180.39,180.39,180.39,0,0
1981-09-25,175.12,175.12,175.12,175.12,0,0
1981-09-28,175.03,175.03,175.03,175.03,0,0
1981-09-29,178.51,178.51,178.51,178.51,0,0
1981-09-30,180.03,180.03,180.03,180.03,0,0
1981-10-01,181.09,181.09,181.09,181.09,0,0
1981-10-02,184.37,184.37,184.37,184.37,0,0
1981-10-05,185.91,185.91,185.91,185.91,0,0
1981-10-06,185.87,185.87,185.87,185.87,0,0
1981-10-07,188.78,188.78,188.78,188.78,0,0
1981-10-08,191.01,191.01,191.01,191.01,0,0
1981-10-09,191.27,191.27,191.27,191.27,0,0
1981-10-12,191.28,191.28,191.28,191.28,0,0
1981-10-13,191.92,191.92,191.92,191.92,0,0
1981-10-14,189.43,189.43,189.43,189.43,0,0
1981-10-15,189.85,189.85,189.85,189.85,0,0
1981-10-16,190.24,190.24,190.24,190.24,0,0
1981-10-19,189.77,189.77,189.77,189.77,0,0
1981-10-20,191.23,191.23,191.23,191.23,0,0
1981-10-21,192.38,192.38,192.38,192.38,0,0
1981-10-22,192.43,192.43,192.43,192.43,0,0
1981-10-23,191.91,191.91,191.91,191.91,0,0
1981-10-26,191.01,191.01,191.01,191.01,0,0
1981-10-27,192.61,192.61,192.61,192.61,0,0
1981-10-28,193.75,193.75,193.75,193.75,0,0
1981-10-29,193.08,193.08,193.08,193.08,0,0
1981-10-30,195.24,195.24,195.24,195.24,0,0
1981-11-02,197.25,197.25,197.25,197.25,0,0
1981-11-03,198.78,198.78,198.78,198.78,0,0
1981-11-04,199.73,199.73,199.73,199.73,0,0
1981-11-05,200.02,200.02,200.02,200.02,0,0
1981-11-06,199.97,199.97,199.97,199.97,0,0
1981-11-09,199.92,199.92,199.92,199.92,0,0
1981-11-10,199.9,199.9,199.9,199.9,0,0
1981-11-11,200.05,200.05,200.05,200.05,0,0
1981-11-12,200.99,200.99,200.99,200.99,0,0
1981-11-13,200.16,200.16,200.16,200.16,0,0
1981-11-16,197.16,197.16,197.16,197.16,0,0
1981-11-17,197.68,197.68,197.68,197.68,0,0
1981-11-18,197.6,197.6,197.6,197.6,0,0
1981-11-19,197.32,197.32,197.32,197.32,0,0
1981-11-20,198.6,198.6,198.6,198.6,0,0
1981-11-23,198.01,198.01,198.01,198.01,0,0
1981-11-24,199.04,199.04,199.04,199.04,0,0
1981-11-25,200.01,200.01,200.01,200.01,0,0
1981-11-27,201.02,201.02,201.02,201.02,0,0
1981-11-30,201.37,201.37,201.37,201.37,0,0
1981-12-01,201.13,201.13,201.13,201.13,0,0
1981-12-02,200.35,200.35,200.35,200.35,0,0
1981-12-03,199.9,199.9,199.9,199.9,0,0
1981-12-04,200.88,200.88,200.88,200.88,0,0
1981-12-07,199.71,199.71,199.71,199.71,0,0
1981-12-08,198.13,198.13,198.13,198.13,0,0
1981-12-09,198.29,198.29,198.29,198.29,0,0
1981-12-10,198.92,198.92,198.92,198.92,0,0
1981-12-11,198.64,198.64,198.64,198.64,0,0
1981-12-14,195.67,195.67,195.67,195.67,0,0
1981-12-15,195.16,195.16,195.16,195.16,0,0
1981-12-16,195.09,195.09,195.09,195.09,0,0
1981-12-17,195.7,195.7,195.7,195.7,0,0
1981-12-18,197.01,197.01,197.01,197.01,0,0
1981-12-21,196.37,196.37,196.37,196.37,0,0
1981-12-22,195.64,195.64,195.64,195.64,0,0
1981-12-23,195.45,195.45,195.45,195.45,0,0
1981-12-24,195.7,195.7,195.7,195.7,0,0
